Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
TC-02: Invalid format rejected,ELP-75,10153,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:28 AM,02/Apr/26 10:28 AM,,,,0,* Enter 'usermail.com' - error: Enter a valid email address,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-29,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b489232,,,,,,,,,,,,,,,,0|i000jr:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:28 AM
TC-03: Blank email blocked,ELP-76,10154,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:28 AM,02/Apr/26 10:29 AM,,,,0,* Leave blank - error: Email cannot be blank,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-29,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6be139c4,,,,,,,,,,,,,,,,0|i000jz:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:28 AM
TC-04: Duplicate email rejected,ELP-77,10155,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter already registered email - error: Email already registered,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-29,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@392be2fd,,,,,,,,,,,,,,,,0|i000k7:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-05: Maximum length enforced,ELP-78,10156,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter 51-character email - truncated or error shown,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-29,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2bc3aa02,,,,,,,,,,,,,,,,0|i000kf:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-01: Valid 10-digit number accepted,ELP-79,10157,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter '9876543210' - OTP sent successfully,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-30,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5b66df4c,,,,,,,,,,,,,,,,0|i000kn:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-02: Less than 10 digits rejected,ELP-80,10158,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter '98765' - error: Enter a valid 10-digit mobile number,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-30,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4f139689,,,,,,,,,,,,,,,,0|i000kv:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-03: Alphabets rejected,ELP-81,10159,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter 'abc1234567' - field rejects non-numeric characters,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-30,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6285c98a,,,,,,,,,,,,,,,,0|i000l3:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-04: Blank number blocked,ELP-82,10160,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Leave blank - error: Mobile number cannot be blank,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-30,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@771fdb6b,,,,,,,,,,,,,,,,0|i000lb:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-05: Valid OTP accepted,ELP-83,10161,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter correct 6-digit OTP within 5 minutes - verification successful,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-30,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cd19f00,,,,,,,,,,,,,,,,0|i000lj:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-06: Invalid OTP rejected,ELP-84,10162,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter wrong OTP - error: Invalid OTP,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-30,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5f1c4620,,,,,,,,,,,,,,,,0|i000lr:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-07: Expired OTP rejected,ELP-85,10163,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,"* Wait 6 minutes then enter OTP - error: OTP has expired, please request a new one",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-30,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@38e95acb,,,,,,,,,,,,,,,,0|i000lz:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-08: OTP resend works,ELP-86,10164,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,"* Click Resend OTP - new OTP sent, old OTP invalidated",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-30,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@30fafd1d,,,,,,,,,,,,,,,,0|i000m7:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-01: Strong password accepted,ELP-87,10165,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,"* Enter 'Test@1234' - strength indicator shows Strong, accepted",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-31,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f87b43a,,,,,,,,,,,,,,,,0|i000mf:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-02: Weak password rejected,ELP-88,10166,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,"* Enter '12345678' - strength shows Weak, form does not submit",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-31,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@23370d5b,,,,,,,,,,,,,,,,0|i000mn:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-03: Missing uppercase rejected,ELP-89,10167,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter 'test@1234' - error: Must include at least 1 uppercase letter,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-31,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5399000c,,,,,,,,,,,,,,,,0|i000mv:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-04: Missing special character rejected,ELP-90,10168,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter 'Testing1234' - error: Must include at least 1 special character,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-31,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3281aa73,,,,,,,,,,,,,,,,0|i000n3:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-05: Blank password blocked,ELP-91,10169,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Leave blank - error: Password cannot be blank,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-31,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1908c555,,,,,,,,,,,,,,,,0|i000nb:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-06: Below minimum length rejected,ELP-92,10170,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter 7-character password - error: Minimum 8 characters required,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-31,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@498e3d0e,,,,,,,,,,,,,,,,0|i000nj:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-07: Above maximum length rejected,ELP-93,10171,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter 21-character password - error: Maximum 20 characters allowed,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-31,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@62b534d,,,,,,,,,,,,,,,,0|i000nr:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-01: Matching password accepted,ELP-94,10172,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Password and Confirm Password match - no error shown,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-32,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@eaee476,,,,,,,,,,,,,,,,0|i000nz:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-02: Mismatched password rejected,ELP-95,10173,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:29 AM,02/Apr/26 10:29 AM,,,,0,* Enter different values - error: Passwords do not match,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-32,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@593e69dd,,,,,,,,,,,,,,,,0|i000o7:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:29 AM
TC-03: Blank confirm password blocked,ELP-96,10174,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Leave blank - error: Confirm Password cannot be blank,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-32,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@799dead7,,,,,,,,,,,,,,,,0|i000of:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:30 AM
TC-01: Unchecked checkbox disables Sign Up button,ELP-97,10175,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Leave checkbox unchecked - Sign Up button is disabled,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-33,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55debba6,,,,,,,,,,,,,,,,0|i000on:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:30 AM
TC-02: Checked checkbox enables Sign Up button,ELP-98,10176,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Check the checkbox - Sign Up button becomes active,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-33,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@528a662,,,,,,,,,,,,,,,,0|i000ov:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:30 AM
TC-03: T&C link opens correct page,ELP-99,10177,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Click T&C link - opens Terms and Conditions page in new tab,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-33,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@244b7d2d,,,,,,,,,,,,,,,,0|i000p3:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:30 AM
TC-01: Button disabled when fields are incomplete,ELP-100,10178,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Leave any required field empty - Sign Up button remains disabled,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-34,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@35531d1c,,,,,,,,,,,,,,,,0|i000pb:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:30 AM
TC-02: Button disabled when OTP is not verified,ELP-101,10179,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Fill all fields but skip OTP verification - Sign Up button remains disabled,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-34,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@17867c30,,,,,,,,,,,,,,,,0|i000pj:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:30 AM
